generation,i,fitness,hash,mom_hash,dad_hash,values
4,1,[-6.7432148655915425, -6.882337870956418],-4881540592044526744,2950448726302086563,-120181061679891198,-1.3361251932517204  -1.4479713436185007
4,2,[-6.315586696780114, -1.060744127137328],-4576209098364857294,3828814255990600773,-6070465214619452761,-0.6355644910128628  -2.2081767488381776
4,3,[-6.174122868407817, -6.617583291209306],-7372316956273438174,-9184662979003971970,6418376988260832158,-1.6396942489025026  -1.7677002505657082
4,4,[-7.483202264316474, 6.415438733811071],-3775601629616403513,2106245110233332175,5058959958374275589,1.4424743967778495  -0.14377013956121765
4,5,[-6.270523401272591, -6.436663238249012],9039377238589139144,-2865449540155546806,-6252160589419585888,-1.830079453768274  -1.4479713436185007
4,6,[-7.205620177569604, -4.4059906407789935],-2865449540155546806,6516365088253214344,-1944452585356922801,-0.7671056457973036  -1.4479713436185007
4,7,[-7.6145010016910355, -3.583657303117296],7437362043051838349,6516365088253214344,-1944452585356922801,-0.9120840547830369  -1.0123864782911896
4,8,[-8.156165268357332, -1.33732366661796],-483591363316370639,-2561077186469755672,-8909671780112926237,-0.7671056457973036  -0.6708366325959023
4,9,[-7.442259666063322, -4.350061224290833],3542857747888309210,-2234441876594514510,3043548961351820278,-0.9659797437040449  -1.117393521385659
4,10,[-6.512590979467458, -5.433002055365843],-486966350291774373,-6252160589419585888,3043548961351820278,-1.830079453768274  -1.117393521385659
4,11,[-7.494045027983086, -4.083027793675935],-3009978500627699173,-2224713205988918678,-726070062901465103,-0.9120840547830369  -1.117393521385659
4,12,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-120181061679891198,-6777139032271008558,-1.3361251932517204  -0.9500682106946581
4,13,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-120181061679891198,-6777139032271008558,-1.3361251932517204  -0.9500682106946581
4,14,[-6.873996588233172, -1.461459338213558],6418376988260832158,7960480327430796282,-4588825364912862890,0.6227763829546404  -1.7677002505657082
4,15,[-4.700891680108895, -0.7349157883079807],1463908341938446310,106628587787078877,-2432884861077597131,-1.6396942489025026  -3.3993705013362563
4,16,[-4.020181828000234, -1.337603229298025],-7277195165020484459,2458765010404891759,-4990150681551044524,4.531397226455461  -0.47562163772008326
4,17,[-8.133180474209198, 0.555561426677927],9004388348514666490,-9184662979003971970,-4588825364912862890,0.6227763829546404  -0.824366390321897
4,18,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-120181061679891198,-6777139032271008558,-1.3361251932517204  -0.9500682106946581
4,19,[-5.4625227323204815, 0.6333345714659453],7393481399524820391,2458765010404891759,-4990150681551044524,-1.830079453768274  2.406571538153134
4,20,[-4.735495312981184, -0.99071008975374],4108294363062990263,7019360639518964166,-2851871044718658511,-1.5622660949328857  3.395318062163456
4,21,[-4.647486190304953, 1.8487151890399791],-1058414057479052908,2537091396349355769,5432286620355566297,3.828594665282367  -0.14377013956121765
4,22,[-4.142799748027812, -3.459462004022437],1349067149219011756,-4657809202471563865,6098518800322687930,4.207148174209701  -1.3089403150137455
4,23,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,1244334390105740989,6418376988260832158,0.6227763829546404  -1.5849719664365436
4,24,[-6.923794630959195, 1.2719593145824692],-3354054483388003175,5661116543781087505,5596192722973219453,1.1322592998023708  -1.4479713436185007
4,25,[-6.683898568116988, -4.948895414435061],8784865861934192743,1244334390105740989,6418376988260832158,-0.9659797437040449  -1.7677002505657082
4,26,[-4.707753803568281, 1.7343829499575927],535253319316717696,-2224713205988918678,3439354586046490357,3.051765473904627  -2.2081767488381776
4,27,[-4.217088597882526, -1.7995711606538882],-3718969322243514145,-2224713205988918678,3439354586046490357,-0.9120840547830369  4.21975392792149
4,28,[-4.182264758072939, -3.2438880784275113],1962428440460721049,5158027550200008824,8512887974227313059,-1.3426492498927542  4.146711715592911
4,29,[-6.107393217774368, 3.8860099250641498],-6738256989742950782,5158027550200008824,8512887974227313059,1.0964840071130366  -2.2081767488381776
4,30,[-6.181987646745456, 12.808677674659595],-3107579992501172211,2106245110233332175,5058959958374275589,1.698260038385012  1.7025337354948666
4,31,[-4.3023928140457475, -0.7512003500160453],289756705545279778,-2865449540155546806,-6252160589419585888,-0.7671056457973036  4.146711715592911
4,32,[-4.487155490075191, 1.8754377229135528],59195231737315392,-2224713205988918678,-726070062901465103,3.3434483139629094  -2.2081767488381776
4,33,[-3.4968875658510012, 2.234940453282217],2334558139736005306,3828814255990600773,-6070465214619452761,3.1294661322541657  4.21975392792149
4,34,[-3.2493372549778687, 1.907547721410827],665778968031865284,2950448726302086563,-120181061679891198,3.805627709267359  4.136318553858738
4,35,[-6.123592600381386, 2.3730413840287246],-2810020431055495235,-2810020431055495235,5123712711190885972,-1.5622660949328857  1.8901097574708778
4,36,[-5.0618762383839595, 8.100542461810374],5123712711190885972,-2810020431055495235,5123712711190885972,-2.8313125945831707  1.8901097574708778
4,37,[-5.03382637945198, 3.7638171694739833],-3835380323567241483,5661116543781087505,5596192722973219453,0.47229761207240184  -3.3993705013362563
4,38,[-5.007467043738673, 2.394187532337233],-5331627671471053260,106628587787078877,4164869195877275728,-0.6355644910128628  -3.3993705013362563
4,39,[-4.424020085534634, 7.7559881764007095],-3790164615228964564,106628587787078877,-2432884861077597131,3.828594665282367  1.403334900078156
4,40,[-4.410259647078548, -1.8916815863177416],-8843618618574143751,106628587787078877,4164869195877275728,3.828594665282367  -1.4479713436185007
4,41,[-3.1013538075953, 11.032495849144025],4629434691199606846,2537091396349355769,5432286620355566297,3.3434483139629094  -4.8049484527610495
4,42,[-2.9998904187509186, 6.764371598622277],4489999831616480437,-4657809202471563865,7846662558882784106,-4.293557799884516  4.21975392792149
4,43,[-5.113451955532531, 7.087156010680559],875196532390429750,-7546917110643098960,2712945974133336687,2.02987703148286  -2.6694399844892436
4,44,[-4.0144478877093634, -3.3322613750541716],-5709167668900192023,-7546917110643098960,2712945974133336687,4.207148174209701  -1.7677002505657082
4,45,[-7.8331557674068675, -2.5942935462111985],-6768377968444589252,-6768377968444589252,-6768377968444589252,-0.7671056457973036  -0.9500682106946581
4,46,[-7.8331557674068675, -2.5942935462111985],-6768377968444589252,-6768377968444589252,-6768377968444589252,-0.7671056457973036  -0.9500682106946581
4,47,[-7.904018194459748, -2.285055433012969],-2995684560101152722,-5073170383254537755,4546346873429506248,-0.9659797437040449  -0.6708366325959023
4,48,[-5.300299013532292, -1.0028500818880137],4044692125677671686,6578101178876548357,6098518800322687930,-2.891650909976611  -1.3089403150137455
4,49,[-7.35603915449383, 7.781383431765952],-2690577607268510287,-4998960442521328528,-5301002211314553783,0.6227763829546404  1.403334900078156
4,50,[-6.873996588233172, -1.461459338213558],6418376988260832158,7960480327430796282,-4588825364912862890,0.6227763829546404  -1.7677002505657082
4,51,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-2234441876594514510,-571774884345147551,0.6227763829546404  -0.9500682106946581
4,52,[-7.2226891676047265, -5.076096043403327],1794713989328213034,-2234441876594514510,-571774884345147551,-0.9659797437040449  -1.3089403150137455
4,53,[-6.717781187090308, -4.6818619838201645],2232029613418184360,5775138451930425649,-2224713205988918678,-0.9120840547830369  -1.7677002505657082
4,54,[-4.989933018878419, 0.8545719813156423],-6503369687384288823,-6777139032271008558,7019360639518964166,3.3434483139629094  -0.9500682106946581
4,55,[-3.955612731140598, -4.599325679095603],-1395034067033435954,-2865449540155546806,943296963665934970,4.405388403403586  -1.4479713436185007
4,56,[-7.213632981896142, -3.4987293284086873],-5089762361645141002,-2810020431055495235,2458765010404891759,-1.5622660949328857  -0.47562163772008326
4,57,[-6.265556556597538, 3.2538117419009387],6936829407292119300,6936829407292119300,6418376988260832158,1.5295604539556686  -1.7677002505657082
4,58,[-5.199094906508984, 0.7595197319447953],-2733750663131003442,-2234441876594514510,3043548961351820278,3.1294661322541657  -0.9500682106946581
4,59,[-3.8893403170895207, -2.4166556000792334],-527118509456175882,-2865449540155546806,943296963665934970,-0.7671056457973036  4.658997866466692
4,60,[-6.320014469883786, 0.9662765052132067],1961634168853729120,-2224713205988918678,6418376988260832158,0.6227763829546404  -2.2081767488381776
4,61,[-6.1058370048746555, 4.7307997901219],7459586470443240346,-2561077186469755672,-8909671780112926237,0.5235959050486949  2.41048824641066
4,62,[-5.762547888358905, 0.17073933492637172],2468861050276121215,-5073170383254537755,4546346873429506248,-1.3361251932517204  2.41048824641066
4,63,[-3.8693931467526257, -3.097353935859345],-2546018666122109523,943296963665934970,-2224713205988918678,-0.9120840547830369  4.658997866466692
4,64,[-4.543248747423455, -0.07998449174994682],-5700517758228329372,5432286620355566297,-2234441876594514510,3.828594665282367  -0.9500682106946581
4,65,[-4.22055888428516, -1.9253912732253176],-2680088716703715788,-6768377968444589252,-4657809202471563865,4.207148174209701  -0.9500682106946581
4,66,[-3.8074601038112403, 6.309816618882765],8631927853521564601,6578101178876548357,6098518800322687930,-4.293557799884516  -2.2081767488381776
4,67,[-3.732280486680675, -1.7667628429298978],8310631712433982640,943296963665934970,-2224713205988918678,4.405388403403586  -2.2081767488381776
4,68,[-4.241014473299757, -1.1188728248737765],-1700069165577580504,-6320958489844810016,-2865449540155546806,-0.7671056457973036  4.21975392792149
4,69,[-3.7712756048684137, 5.227689449682564],-7609385046567372024,-4998960442521328528,-5301002211314553783,-1.2937877434927492  -4.701075820947651
4,70,[-3.752295708431631, 6.635898555222175],8898362501989381159,5432286620355566297,-2234441876594514510,-0.9659797437040449  -4.8049484527610495
4,71,[-6.772972974210822, 6.963111692057437],-3038111136797882241,-2810020431055495235,3937389010187518712,0.47229761207240184  1.8901097574708778
4,72,[-5.386991987371025, -1.8474297644023898],4165479715929905718,-2810020431055495235,3937389010187518712,-1.5622660949328857  -2.6694399844892436
4,73,[-6.294328625809264, 2.604451147267302],4865975801086055126,-2810020431055495235,-120181061679891198,-1.3361251932517204  1.8901097574708778
4,74,[-5.908561485931241, 3.0501257799747075],340149558010169398,-2810020431055495235,2458765010404891759,-1.830079453768274  1.8901097574708778
4,75,[-4.130018266504647, -3.405573055690168],3604537491253253232,-2810020431055495235,-120181061679891198,-1.5622660949328857  4.136318553858738
4,76,[-3.538031965585552, 2.602612928139948],4324384010858865588,-6252160589419585888,3043548961351820278,3.1294661322541657  4.146711715592911
4,77,[-8.015772970866719, 4.793843864256165],-4260360825130910405,7890470796394455766,5158027550200008824,1.0964840071130366  -0.14377013956121765
4,78,[-4.358500844596373, 0.4526290734844192],-1137884901984176621,7890470796394455766,5158027550200008824,0.21505832675641212  4.146711715592911
4,79,[-3.5412876387215624, 7.328350390884925],-4655123490442450360,-6777139032271008558,7019360639518964166,-3.9259177281044746  3.395318062163456
4,80,[-7.013626151791508, 7.516157771530283],-1041624874223514784,7901732360639931694,5058959958374275589,0.4972097260412509  1.7025337354948666
4,81,[-6.879028137406897, 1.0141266513839295],-3166700661410804720,2002821304499182240,9066634185767662949,1.0964840071130366  -1.5154660311312718
4,82,[-6.4041953770411215, -7.060774002460847],-307766091517073252,-47006418676699266,-9184662979003971970,-1.6396942489025026  -1.508673281585018
4,83,[-4.029359013655335, -3.595664496212434],7525366417795202145,-6881919221072197222,943296963665934970,4.405388403403586  -1.117393521385659
4,84,[-3.6401686924454015, -3.825230488142621],-2019602003582239444,-6881919221072197222,943296963665934970,-1.9555760107939957  4.658997866466692
4,85,[-6.041027867033854, 2.6905936242042716],7124005482342977054,-6292800354620697675,-6768377968444589252,-0.7671056457973036  2.4004633066455474
4,86,[-5.100954273817981, 7.3318232189313175],-6090809547581135635,3415846556135827257,5596192722973219453,1.1322592998023708  -3.16962347418095
4,87,[-4.0990681005176555, -3.3676199931852993],2714896669912907091,-9184662979003971970,-4588825364912862890,-1.6396942489025026  4.146711715592911
4,88,[-3.967131495962742, -2.8836759613570084],4148279213348227523,-4657809202471563865,-6831091578113177771,-1.887621650911746  4.21975392792149
4,89,[-7.3741067889359355, -2.523677326166283],5661116543781087505,-5607054757022761045,2002821304499182240,0.47229761207240184  -1.4479713436185007
4,90,[-7.064427081999814, 5.2708325067924235],-8923903306163597984,-47006418676699266,-9184662979003971970,1.5295604539556686  -0.824366390321897
4,91,[-6.886597956645392, 1.0150833703858444],6533722171754396609,-5607054757022761045,2002821304499182240,1.0964840071130366  -1.508673281585018
4,92,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-6320958489844810016,-2865449540155546806,-1.6396942489025026  -1.4479713436185007
4,93,[-6.717781187090308, -4.6818619838201645],2232029613418184360,5775138451930425649,-2224713205988918678,-0.9120840547830369  -1.7677002505657082
4,94,[-3.7238648432777404, -5.033075243248487],1898021454911451431,943296963665934970,-9184662979003971970,-1.6396942489025026  4.658997866466692
4,95,[-7.105581103300532, -3.4157683887229733],3663213421409039871,-7372316956273438174,2127391220907752163,-1.6396942489025026  -0.48005489643074206
4,96,[-6.407613129016564, -7.123542963910008],5465055087934687564,3395067784265472186,1244334390105740989,-1.5622660949328857  -1.5849719664365436
4,97,[-5.129558074629359, -0.9814195636744039],-8908139156774725882,-7372316956273438174,2127391220907752163,-2.8313125945831707  -1.7677002505657082
4,98,[-6.336166587991322, 3.0798689511922914],2601602408163027276,7901732360639931694,5058959958374275589,1.4424743967778495  -1.7677002505657082
4,99,[-5.467834691313054, 0.6599210267342528],582088187378111388,-6292800354620697675,-8911937880425086790,-1.830079453768274  2.4004633066455474
4,100,[-4.825335563585321, -0.9571251132521525],8800273525979448414,2002821304499182240,3415846556135827257,3.3434483139629094  -1.4479713436185007
4,101,[-4.082181973900695, -3.894354118517475],7190126863042793084,2002821304499182240,9066634185767662949,4.239303433646212  -1.4479713436185007
4,102,[-4.186997242906061, -2.733427184909943],3097210907779107932,-4657809202471563865,7846662558882784106,4.207148174209701  -1.117393521385659
4,103,[-4.693544650533214, -0.5522981205132118],8914295434128786558,5775138451930425649,7019360639518964166,3.3434483139629094  -1.7677002505657082
4,104,[-5.502995136731762, 0.4254505381544502],-1480702821593881519,-2180774282640560207,-1415347928275353314,-2.8313125945831707  -0.9500682106946581
4,105,[-4.0804775698081315, -2.1774779214651776],-3093358181614631606,943296963665934970,-9184662979003971970,4.405388403403586  -0.824366390321897
4,106,[-6.755887487753389, -2.07416875348466],-3618757761821376350,-3618757761821376350,-2771208666090354569,-1.9555760107939957  -0.14377013956121765
4,107,[-4.207226300248699, -2.0666045912687854],-4212162362362362587,3439354586046490357,-5073170383254537755,-0.9659797437040449  4.21975392792149
4,108,[-6.365933808679234, 0.3088855099994223],-3079961750461045517,5775138451930425649,-2224713205988918678,0.47229761207240184  -2.2081767488381776
4,109,[-5.129558074629359, -0.9814195636744039],-8908139156774725882,-7372316956273438174,2127391220907752163,-2.8313125945831707  -1.7677002505657082
4,110,[-4.932244355430063, 0.9337720884662644],3572704469420893739,3395067784265472186,1244334390105740989,-0.9659797437040449  -3.3993705013362563
4,111,[-3.6192440511857846, 1.900871259491872],-3458423307361729596,-3458423307361729596,2127391220907752163,-2.8313125945831707  4.21975392792149
4,112,[-6.507164521705306, 2.810621030649398],-47006418676699266,-7943551843765334415,7605654658147545336,1.5295604539556686  -1.508673281585018
4,113,[-6.077887751718871, 5.18679087493029],-7439659256927898340,-5073170383254537755,-5301002211314553783,0.6227763829546404  2.41048824641066
4,114,[-5.630739683561369, 2.220395338811929],2127391220907752163,-3458423307361729596,2127391220907752163,-2.8313125945831707  -0.48005489643074206
4,115,[-6.5722172870792015, 4.400100041664615],-2182862592325755402,5123712711190885972,6516365088253214344,-0.9120840547830369  1.8901097574708778
4,116,[-5.344258567019864, -1.756092414155642],-9210066398016345111,-6320958489844810016,3937389010187518712,-1.6396942489025026  -2.6694399844892436
4,117,[-5.293966278919284, -1.3862465564133446],-9022161064924064026,5123712711190885972,6516365088253214344,-2.8313125945831707  -1.4479713436185007
4,118,[-4.241014473299757, -1.1188728248737765],-1700069165577580504,-6320958489844810016,-2865449540155546806,-0.7671056457973036  4.21975392792149
4,119,[-6.929940191781817, 1.228492154265461],5184137913750825311,-1073737925945853993,-4342205675130088206,1.125043559007322  -1.4479713436185007
4,120,[-4.825335563585321, -0.9571251132521525],8800273525979448414,2002821304499182240,3415846556135827257,3.3434483139629094  -1.4479713436185007
4,121,[-4.487155490075191, 1.8754377229135528],59195231737315392,-2224713205988918678,-726070062901465103,3.3434483139629094  -2.2081767488381776
4,122,[-4.275050544690783, 0.8582722029901362],1950733424978233189,-3458423307361729596,7901732360639931694,0.4972097260412509  4.21975392792149
4,123,[-3.1174625739262045, 5.210447285108475],7207921462760950585,-4657809202471563865,-6831091578113177771,4.207148174209701  -4.0328016620286835
4,124,[-4.209878606359159, 5.486275915823796],-399050120092410069,7960480327430796282,-4588825364912862890,1.231645400792722  4.146711715592911
4,125,[-3.6058796170022607, 4.322410687347255],8215565128476459140,7019360639518964166,2950448726302086563,3.805627709267359  3.395318062163456
4,126,[-4.594226425594691, 5.954897319674677],-1820010817830052939,3439354586046490357,-5073170383254537755,3.051765473904627  2.41048824641066
4,127,[-4.117597602751003, 4.480914965600229],7846662558882784106,-1073737925945853993,-4342205675130088206,-4.293557799884516  -1.117393521385659
4,128,[-3.8534687493381976, 5.330369382388113],-696223341368880574,3415846556135827257,5596192722973219453,3.3434483139629094  -3.3993705013362563
4,129,[-3.1963978639455837, 4.913487424948497],-5158880362252187391,-120181061679891198,-6777139032271008558,-3.9259177281044746  4.136318553858738
4,130,[-5.113073911481302, 7.113310993247293],-3381605665344438917,2002821304499182240,3415846556135827257,1.0964840071130366  -3.16962347418095
4,131,[-5.037868994722715, 3.5993602182749718],3880203657320603257,5775138451930425649,7019360639518964166,0.47229761207240184  3.395318062163456
4,132,[-4.753577063479897, 5.6668306494694445],-8717788711238272892,-2180774282640560207,-5073170383254537755,-2.8313125945831707  2.41048824641066
4,133,[-4.563939060422336, -1.2711108656806855],-3147087844732302565,-7943551843765334415,9122859522657715929,3.620214114055308  -1.508673281585018
4,134,[-4.3120827185764234, 1.16694912793107],-2741667119711119871,-7943551843765334415,-6777139032271008558,-3.9259177281044746  -1.508673281585018
4,135,[-4.277482135807198, 0.7634404897389335],6826496918359053807,-6320958489844810016,3937389010187518712,0.47229761207240184  4.21975392792149
4,136,[-3.793240690408674, 3.332909441921845],-7469085416113848920,-4657809202471563865,-6269699521004014651,4.207148174209701  2.406571538153134
4,137,[-3.9129538691543377, 3.8773976120062],3935415084795062900,-8609977979927211905,-4990150681551044524,4.531397226455461  1.2150149763597993
4,138,[-4.047735864562746, 5.178316223397216],7957229616071089112,-8609977979927211905,-4990150681551044524,3.828594665282367  2.406571538153134
4,139,[-3.6632950332637106, 2.268543734349603],1179074469411619383,-2180774282640560207,5158027550200008824,-2.8313125945831707  4.146711715592911
4,140,[-4.149973202006781, 5.288950877284855],6467720317384328514,-7943551843765334415,-6777139032271008558,-4.293557799884516  -0.9500682106946581
4,141,[-3.829468917016998, 6.638031391977433],-2934513337641193198,-5073170383254537755,-5301002211314553783,-0.9659797437040449  -4.701075820947651
4,142,[-3.829468917016998, 6.638031391977433],-2934513337641193198,-5073170383254537755,-5301002211314553783,-0.9659797437040449  -4.701075820947651
4,143,[-2.9998904187509186, 6.764371598622277],4489999831616480437,-4657809202471563865,7846662558882784106,-4.293557799884516  4.21975392792149
4,144,[-4.2350377944855335, 7.217650558074781],-7336920055575946638,-7943551843765334415,7605654658147545336,-4.293557799884516  -0.14377013956121765
4,145,[-3.8081141334373574, 13.04520088804988],8844208086782686059,-2180774282640560207,5158027550200008824,1.0964840071130366  -4.701075820947651
4,146,[-3.6192440511857846, 1.900871259491872],-3458423307361729596,-3458423307361729596,2127391220907752163,-2.8313125945831707  4.21975392792149
4,147,[-4.080410211894896, 3.1329701240592067],-2771208666090354569,-3618757761821376350,-2771208666090354569,-1.9555760107939957  -4.0328016620286835
4,148,[-3.7400710744379695, 14.666795757604786],-2115419389322032002,-2180774282640560207,-1415347928275353314,1.4424743967778495  -4.701075820947651
4,149,[-3.7366228614639456, 10.547251592432017],-2719633765010172746,-7943551843765334415,9122859522657715929,-4.293557799884516  2.406571538153134
5,0,[-8.313793180265774, -1.346292201201384],2900854864273610396,-2546018666122109523,-3618757761821376350,-0.9120840547830369  -0.14377013956121765
5,1,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-1738439731698712365,-8168183772202476421,0.6227763829546404  -0.9500682106946581
5,2,[-6.868103866849459, -3.4884799705640925],6926563009677102569,-8908139156774725882,-5331627671471053260,-0.6355644910128628  -1.7677002505657082
5,3,[-6.7372428485676945, -6.898678369190459],-8238807093874962360,8800273525979448414,1962428440460721049,-1.3426492498927542  -1.4479713436185007
5,4,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2601602408163027276,3663213421409039871,-1.6396942489025026  -1.7677002505657082
5,5,[-7.204394588648628, -5.070640776388623],-1738439731698712365,6467720317384328514,-1738439731698712365,-1.3361251932517204  -0.9500682106946581
5,6,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,7459586470443240346,6467720317384328514,0.5235959050486949  -0.9500682106946581
5,7,[-6.531041889142152, -7.113747634194995],1490849866539106383,-1395034067033435954,4165479715929905718,-1.5622660949328857  -1.4479713436185007
5,8,[-6.4737533920908295, -4.0028684342745855],-8260861462570652814,-5700517758228329372,-2019602003582239444,-1.9555760107939957  -0.9500682106946581
5,9,[-6.123592600381386, 2.3730413840287246],-2810020431055495235,4865975801086055126,4165479715929905718,-1.5622660949328857  1.8901097574708778
5,10,[-5.504436637139108, -1.6160200011638124],-6605268125638095537,4865975801086055126,4165479715929905718,-1.3361251932517204  -2.6694399844892436
5,11,[-3.8693931467526257, -3.097353935859345],-2546018666122109523,1898021454911451431,2232029613418184360,-0.9120840547830369  4.658997866466692
5,12,[-6.1751986541497885, -2.5211595710082966],4328123042527089705,59195231737315392,3572704469420893739,-0.9659797437040449  -2.2081767488381776
5,13,[-5.585477860257123, 0.047587525766710215],-9132234703487095071,-307766091517073252,-2719633765010172746,-1.6396942489025026  2.406571538153134
5,14,[-3.6401686924454015, -3.825230488142621],-2019602003582239444,-2546018666122109523,-3618757761821376350,-1.9555760107939957  4.658997866466692
5,15,[-7.830140465709681, -1.4251844300319112],-1738633136390319967,7525366417795202145,1950733424978233189,0.4972097260412509  -1.117393521385659
5,16,[-7.101647563786169, -5.086688976559104],6516365088253214344,8800273525979448414,2232029613418184360,-0.9120840547830369  -1.4479713436185007
5,17,[-7.757042129495661, -2.9318746495435763],-7075866851521524541,9004388348514666490,1794713989328213034,-0.9659797437040449  -0.824366390321897
5,18,[-6.531041889142152, -7.113747634194995],1490849866539106383,-1395034067033435954,4165479715929905718,-1.5622660949328857  -1.4479713436185007
5,19,[-6.572997290182886, -6.7447839201775714],-314082138154234395,1794713989328213034,-307766091517073252,-1.6396942489025026  -1.3089403150137455
5,20,[-6.988735396640986, -5.3920861256866015],1801030035965374177,1794713989328213034,-307766091517073252,-0.9659797437040449  -1.508673281585018
5,21,[-6.7817093541116344, -6.764064349468872],8394329627843043901,-7609385046567372024,-9022161064924064026,-1.2937877434927492  -1.4479713436185007
5,22,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,-1738439731698712365,-1.3361251932517204  -1.7677002505657082
5,23,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7486338864422776318,-7439659256927898340,0.6227763829546404  -1.4479713436185007
5,24,[-7.101647563786169, -5.086688976559104],6516365088253214344,8800273525979448414,2232029613418184360,-0.9120840547830369  -1.4479713436185007
5,25,[-5.631570576326119, 2.228771749372963],2843970780601240205,-5089762361645141002,-8717788711238272892,-2.8313125945831707  -0.47562163772008326
5,26,[-5.62988786827037, -0.060670428312205704],1795222220224897517,-5089762361645141002,2468861050276121215,-1.5622660949328857  2.41048824641066
5,27,[-4.622705744831765, 1.7233367194685658],-1375844156033207648,-8843618618574143751,-5089762361645141002,3.828594665282367  -0.47562163772008326
5,28,[-4.043694582929198, -3.7352924680430304],-6320958489844810016,6826496918359053807,-7486338864422776318,-1.6396942489025026  4.21975392792149
5,29,[-7.967625343008925, -0.05458923638470381],6799784034806819696,-1738439731698712365,-8168183772202476421,0.6227763829546404  -0.9500682106946581
5,30,[-7.684322490629941, -3.27499188199131],-8787278125110522893,2232029613418184360,-2733750663131003442,-0.9120840547830369  -0.9500682106946581
5,31,[-7.3741067889359355, -2.523677326166283],5661116543781087505,6826496918359053807,-7486338864422776318,0.47229761207240184  -1.4479713436185007
5,32,[-7.483319484381534, -1.5886599671818231],-571774884345147551,9004388348514666490,1794713989328213034,0.6227763829546404  -1.3089403150137455
5,33,[-6.857385404095886, 1.2335955960698692],3824518289517699891,-6090809547581135635,6533722171754396609,1.1322592998023708  -1.508673281585018
5,34,[-6.174122868407817, -6.617583291209306],-7372316956273438174,2601602408163027276,3663213421409039871,-1.6396942489025026  -1.7677002505657082
5,35,[-4.302471152888006, -1.486854593578801],5318789980300377881,6418376988260832158,-8843618618574143751,3.828594665282367  -1.7677002505657082
5,36,[-4.0144478877093634, -3.3322613750541716],-5709167668900192023,1349067149219011756,2601602408163027276,4.207148174209701  -1.7677002505657082
5,37,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7486338864422776318,-7439659256927898340,0.6227763829546404  -1.4479713436185007
5,38,[-4.003752962280574, 3.4674584530020462],-8500247489624967603,6467720317384328514,-8168183772202476421,-4.293557799884516  -1.5849719664365436
5,39,[-3.8534687493381976, 5.330369382388113],-696223341368880574,59195231737315392,3572704469420893739,3.3434483139629094  -3.3993705013362563
5,40,[-4.21446559520168, 7.083895677942334],-8370929713823589420,-2719633765010172746,3663213421409039871,-4.293557799884516  -0.48005489643074206
5,41,[-4.127941601415162, 4.901247939226922],-71913858562841398,-8908139156774725882,-5331627671471053260,-2.8313125945831707  -3.3993705013362563
5,42,[-4.149973202006781, 5.288950877284855],6467720317384328514,6467720317384328514,-1738439731698712365,-4.293557799884516  -0.9500682106946581
5,43,[-4.107091290162773, -3.7370883677931124],-5823189577049530167,-9022161064924064026,-5709167668900192023,4.207148174209701  -1.4479713436185007
5,44,[-5.113073911481302, 7.113310993247293],-3381605665344438917,-6090809547581135635,6533722171754396609,1.0964840071130366  -3.16962347418095
5,45,[-5.088659392037965, -1.0981798862081127],-9170412460150700898,-3354054483388003175,535253319316717696,3.051765473904627  -1.4479713436185007
5,46,[-6.0877374413029175, 4.104522150748174],6351611296079415419,-3354054483388003175,535253319316717696,1.1322592998023708  -2.2081767488381776
5,47,[-4.638728392362497, 8.529663904971567],101045845400478668,-2182862592325755402,8800273525979448414,3.3434483139629094  1.8901097574708778
5,48,[-4.147937829214111, 1.0319359790717055],-5790629567940046459,8310631712433982640,8215565128476459140,3.805627709267359  -2.2081767488381776
5,49,[-3.99070331275057, -3.489527125778534],-4096566013882563563,7190126863042793084,-8908139156774725882,4.239303433646212  -1.7677002505657082
5,50,[-5.264303613069899, -1.4246102749259446],-4491260197668849657,1179074469411619383,-3147087844732302565,-2.8313125945831707  -1.508673281585018
5,51,[-4.06596779271767, -3.826629818289778],7054587624101440813,-3718969322243514145,4108294363062990263,-1.5622660949328857  4.21975392792149
5,52,[-3.7351910959309134, 10.53033098859985],-769365572260062859,7459586470443240346,6467720317384328514,-4.293557799884516  2.41048824641066
5,53,[-2.952119208040749, -1.3122078631903866],-229653692455469652,7525366417795202145,1950733424978233189,4.405388403403586  4.21975392792149
5,54,[-5.129558074629359, -0.9814195636744039],-8908139156774725882,-9022161064924064026,-5709167668900192023,-2.8313125945831707  -1.7677002505657082
5,55,[-6.041027867033854, 2.6905936242042716],7124005482342977054,7124005482342977054,-1700069165577580504,-0.7671056457973036  2.4004633066455474
5,56,[-4.241014473299757, -1.1188728248737765],-1700069165577580504,-3458423307361729596,-2865449540155546806,-0.7671056457973036  4.21975392792149
